Restaurant,Latitude,Longitude,Address,PlaceID,URL,ZIP,AverageExposure,Stars,Count,White,ofWhite,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Kora,40.7510806,-73.9499861,"43-46 10th St, Queens, NY 11101, United States",ChIJ0eOYid9ZwokRYzEYEHh70nM,/biz/kora-long-island-city-2?osq=Restaurants,11101,0.143016195,4.2,1,14126,41.8,1,4214,12.5,0,200,0.6,1,9413,27.9,1,17,0.1,0,7600,77,1,6.5,1,98920,1,0,0
Bunny,40.6820926,-73.9497506,"449 Nostrand Ave., Brooklyn, NY 11216, United States",ChIJmQ_VbpBbwokRZfBhNKWigEc,/biz/bunny-brooklyn?osq=Restaurants,11216,0.010206687,4,1,21074,33.9,0,30187,48.5,1,35,0.1,0,2873,4.6,0,0,0,0,13198,71.3,1,6.2,1,84661,1,0,0
Pomp & Circumstance Dining,40.7142586,-73.9496365,"577 Lorimer St, Brooklyn, NY 11211, United States",ChIJc6zmHK9ZwokRK9thsYDONEg,/biz/pomp-and-circumstance-dining-williamsburg?osq=Restaurants,11211,0.123597841,4.9,18,44335,67.3,1,3742,5.7,0,398,0.6,1,4024,6.1,0,0,0,0,13457,71.1,1,6.4,1,89091,1,0,0
Tito Papas,40.7173811,-73.9493013,"307 Meeker Ave, Brooklyn, NY 11211, United States",ChIJHUnEMiVZwokR9nOv8hjuQa4,/biz/tito-papas-brooklyn?osq=Restaurants,11211,0.020948059,4.4,18,44335,67.3,1,3742,5.7,0,398,0.6,1,4024,6.1,0,0,0,0,13457,71.1,1,6.4,1,89091,1,0,0
Bonnie's,40.7178133,-73.9465225,"398 Manhattan Ave, Brooklyn, NY 11211, United States",ChIJbQc9ABZZwokRMAK6C-Ekxg4,/biz/bonnies-brooklyn?osq=Restaurants,11211,0.046060495,3.6,18,44335,67.3,1,3742,5.7,0,398,0.6,1,4024,6.1,0,0,0,0,13457,71.1,1,6.4,1,89091,1,0,0
Win Son,40.7074639,-73.9433847,"159 Graham Ave, Brooklyn, NY 11206, United States",ChIJ4-bYSvxbwokRPhLlLQFzOEo,/biz/win-son-brooklyn-4?osq=Restaurants,11206,0.147810608,4.2,3,41946,46.1,1,20937,23,0,909,1,1,5475,6,0,141,0.2,1,10528,52.8,1,8.5,1,49013,0,0,0
Jiang Nan,40.7461394,-73.9417211,"44th Dr &, Thomson Ave, Queens, NY 11101, United States",ChIJD0wDQFpZwokRD1yp-BrV0IA,/biz/jiang-nan-new-york?osq=Restaurants,10002,0.133324049,3.6,29,24687,32.1,0,6453,8.4,0,624,0.8,1,30288,39.4,1,19,0,0,8819,63.6,1,7.5,1,37093,0,1,0
Taste of Heaven,40.7171513,-73.9406797,"251 Jackson St, Brooklyn, NY 11211, United States",ChIJvUlmNFJZwokRO03STM7jQ8w,/biz/taste-of-heaven-brooklyn?osq=Restaurants,11211,0.057729924,4.9,18,44335,67.3,1,3742,5.7,0,398,0.6,1,4024,6.1,0,0,0,0,13457,71.1,1,6.4,1,89091,1,0,0
A-Pou's Taste,40.7131869,-73.936139,"963 Grand St, Brooklyn, NY 11211, United States",ChIJjUd-rVRZwokRPgRQp93WlGc,/biz/a-pous-taste-brooklyn-2?osq=Restaurants,11211,0.082676432,4.1,18,44335,67.3,1,3742,5.7,0,398,0.6,1,4024,6.1,0,0,0,0,13457,71.1,1,6.4,1,89091,1,0,0
Textbook,40.7440161,-73.935088,"31-10 Thomson Ave, Queens, NY 11101, United States",ChIJS3gYNCtZwokRPEfl6NFqY_s,/biz/textbook-brooklyn?osq=Restaurants,11217,0.015363252,4.5,9,24293,57.7,1,7966,18.9,0,43,0.1,0,3678,8.7,0,24,0.1,0,8823,81.6,1,6.8,1,133269,1,1,0
Mao Mao,40.6959497,-73.9337189,"1000 Broadway, Brooklyn, NY 11221, United States",ChIJnQxdCoNdwokROLos5NIpK8Q,/biz/mao-mao-brooklyn?osq=Restaurants,11221,0.015463149,4.4,1,21971,24.5,0,38446,42.8,1,412,0.5,0,3972,4.4,0,48,0.1,0,13407,56.8,1,7.7,1,66293,0,0,0
Eyval,40.7041695,-73.9331587,"25 Bogart St, Brooklyn, NY 11206, United States",ChIJR9OEk_BdwokR9Qxlpi3I1ro,/biz/eyval-brooklyn?osq=Restaurants,11206,0.136857501,4.1,3,41946,46.1,1,20937,23,0,909,1,1,5475,6,0,141,0.2,1,10528,52.8,1,8.5,1,49013,0,0,0
Otis,40.7060683,-73.93261,"18 Harrison Pl, Brooklyn, NY 11206, United States",ChIJncjrqQFcwokRZZzyxeY-tlQ,/biz/otis-brooklyn-2?osq=Restaurants,11206,0.005131879,3.6,3,41946,46.1,1,20937,23,0,909,1,1,5475,6,0,141,0.2,1,10528,52.8,1,8.5,1,49013,0,0,0
Selo,40.7612592,-73.9234119,"3305 Broadway, Queens, NY 11106, United States",ChIJ570j6CRfwokRaACIRPkBYYY,/biz/selo-astoria?osq=Restaurants,11106,0.153743745,4.8,1,20997,51.9,1,2647,6.5,0,286,0.7,1,7340,18.1,1,25,0.1,0,7430,72.1,1,9,1,71972,1,0,0
Curry House,40.7474487,-73.9232192,"40-05 Skillman Ave K-109, Queens, NY 11104, United States",ChIJNYIlsbRfwokR1EK9DprTjx0,/biz/curry-house-new-york-3?osq=Restaurants,10013,0.078103789,4.8,23,17204,58.2,1,1000,3.4,0,27,0.1,0,9160,31,1,0,0,0,4039,80.9,1,3.5,0,137572,1,0,0
Bolivian Llama Party,40.7393493,-73.9207462,"44-14 48th Ave, Queens, NY 11377, United States",ChIJ4T48ovNfwokRzcUcEojz55M,/biz/bolivian-llama-party-sunnyside?osq=Restaurants,11377,0.146327582,4.4,2,32761,38.4,0,1964,2.3,0,319,0.4,0,31479,36.9,1,0,0,0,6319,45.4,1,5.5,1,66325,0,0,0
Porcelain,40.7023668,-73.9016157,"880 Woodward Ave, Queens, NY 11385, United States",ChIJ_ykU1khdwokRYrbWy7X5PvM,/biz/porcelain-ridgewood?osq=Restaurants,11385,0.154472637,4.4,1,73355,67.2,1,3620,3.3,0,340,0.3,0,7557,6.9,0,0,0,0,9111,45.9,1,6.8,1,77350,1,0,0
Dollar Hits - New York,40.7463337,-73.9000145,"39-04 64th St, Queens, NY 11377, United States",ChIJ2WtKyAlfwokRkhQWGQbhrMM,/biz/dollar-hits-new-york-new-york?osq=Restaurants,11377,0.010181326,4.4,2,32761,38.4,0,1964,2.3,0,319,0.4,0,31479,36.9,1,0,0,0,6319,45.4,1,5.5,1,66325,0,0,0
Brooklyn Farm,40.5916718,-73.8987771,"3159 Flatbush Ave, Brooklyn, NY 11234, United States",ChIJASlatQVDwokRSMQXsr7x2_Y,/biz/brooklyn-farm-brooklyn?osq=Restaurants,11201,0.164455858,4.4,48,42126,61.3,1,8999,13.1,0,394,0.6,1,9532,13.9,0,26,0,0,13971,86.4,1,5.9,1,148282,1,0,0
